1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.90499e-06,-0.181,0.983483,0,4.21541e-06,-0.983483,-0.181,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.90499e-06,-0.181,0.983483,0,4.21541e-06,-0.983483,-0.181,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-2.90499e-06,-0.181,0.983483,0,1,7.18018e-06,4.27522e-06,0,-7.8354e-06,0.983483,0.181,0,0.05,1.80999e-07,1.81e-07,1|-2.90499e-06,-0.181,0.983483,0,1,7.18018e-06,4.27522e-06,0,-7.8354e-06,0.983483,0.181,0,0.0499996,0.0491743,0.0090502,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.384e-06,-0.296479,0.955039,0,4.53048e-06,-0.955039,-0.296479,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.384e-06,-0.296479,0.955039,0,4.53048e-06,-0.955039,-0.296479,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-2.384e-06,-0.296479,0.955039,0,1,7.07721e-06,4.69325e-06,0,-8.15046e-06,0.955039,0.296479,0,0.05,1.80999e-07,1.81e-07,1|-2.384e-06,-0.296479,0.955039,0,1,7.07721e-06,4.69325e-06,0,-8.15046e-06,0.955039,0.296479,0,0.0499996,0.0477522,0.0148241,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-1.92928e-06,-0.3885,0.921448,0,4.74199e-06,-0.921448,-0.3885,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-1.92928e-06,-0.3885,0.921448,0,4.74199e-06,-0.921448,-0.3885,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-1.92928e-06,-0.3885,0.921448,0,1,6.95561e-06,5.02637e-06,0,-8.36199e-06,0.921448,0.3885,0,0.05,1.80999e-07,1.81e-07,1|-1.92928e-06,-0.3885,0.921448,0,1,6.95561e-06,5.02637e-06,0,-8.36199e-06,0.921448,0.3885,0,0.0499996,0.0460726,0.0194252,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.44719e-06,-0.28308,0.959096,0,4.49666e-06,-0.959096,-0.28308,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.44719e-06,-0.28308,0.959096,0,4.49666e-06,-0.959096,-0.28308,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-2.44719e-06,-0.28308,0.959096,0,1,7.0919e-06,4.64475e-06,0,-8.11665e-06,0.959096,0.28308,0,0.05,1.80999e-07,1.81e-07,1|-2.44719e-06,-0.28308,0.959096,0,1,7.0919e-06,4.64475e-06,0,-8.11665e-06,0.959096,0.28308,0,0.0499996,0.047955,0.0141542,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.87541e-06,-0.18788,0.982192,0,4.23564e-06,-0.982192,-0.18788,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.87541e-06,-0.18788,0.982192,0,4.23564e-06,-0.982192,-0.18788,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-2.87541e-06,-0.18788,0.982192,0,1,7.1755e-06,4.30013e-06,0,-7.85563e-06,0.982192,0.18788,0,0.05,1.80999e-07,1.81e-07,1|-2.87541e-06,-0.18788,0.982192,0,1,7.1755e-06,4.30013e-06,0,-7.85563e-06,0.982192,0.18788,0,0.0499996,0.0491098,0.0093942,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-3.51722e-06,-0.028,0.999608,0,3.71992e-06,-0.999608,-0.028,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-3.51722e-06,-0.028,0.999608,0,3.71992e-06,-0.999608,-0.028,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-3.51722e-06,-0.028,0.999608,0,1,7.23855e-06,3.72136e-06,0,-7.33991e-06,0.999608,0.028,0,0.05,1.80999e-07,1.81e-07,1|-3.51722e-06,-0.028,0.999608,0,1,7.23855e-06,3.72136e-06,0,-7.33991e-06,0.999608,0.028,0,0.0499996,0.0499806,0.00140018,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-4.02415e-06,0.118716,0.992928,0,3.16463e-06,-0.992928,0.118716,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-4.02415e-06,0.118716,0.992928,0,3.16463e-06,-0.992928,0.118716,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-4.02415e-06,0.118716,0.992928,0,1,7.21437e-06,3.19025e-06,0,-6.78462e-06,0.992928,-0.118716,0,0.05,1.80999e-07,1.81e-07,1|-4.02415e-06,0.118716,0.992928,0,1,7.21437e-06,3.19025e-06,0,-6.78462e-06,0.992928,-0.118716,0,0.0499997,0.0496466,-0.0059356,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-4.33366e-06,0.222128,0.975017,0,2.72544e-06,-0.975017,0.222128,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-4.33366e-06,0.222128,0.975017,0,2.72544e-06,-0.975017,0.222128,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-4.33366e-06,0.222128,0.975017,0,1,7.14953e-06,2.8159e-06,0,-6.34543e-06,0.975017,-0.222128,0,0.05,1.80999e-07,1.81e-07,1|-4.33366e-06,0.222128,0.975017,0,1,7.14953e-06,2.8159e-06,0,-6.34543e-06,0.975017,-0.222128,0,0.0499997,0.0487511,-0.0111062,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-4.76854e-06,0.401356,0.915922,0,1.86271e-06,-0.915922,0.401356,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-4.76854e-06,0.401356,0.915922,0,1.86271e-06,-0.915922,0.401356,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-4.76854e-06,0.401355,0.915922,0,1,6.93561e-06,2.1671e-06,0,-5.4827e-06,0.915922,-0.401356,0,0.05,1.80999e-07,1.81e-07,1|-4.76854e-06,0.401355,0.915922,0,1,6.93561e-06,2.1671e-06,0,-5.4827e-06,0.915922,-0.401356,0,0.0499997,0.0457963,-0.0200676,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-4.53047e-06,0.296472,0.955042,0,2.384e-06,-0.955042,0.296472,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-4.53047e-06,0.296472,0.955042,0,2.384e-06,-0.955042,0.296472,0,1,3.61998e-06,3.62e-06,0,0.05,1.80999e-07,1.81e-07,1|-4.53047e-06,0.296472,0.955041,0,1,7.07722e-06,2.54678e-06,0,-6.00399e-06,0.955042,-0.296472,0,0.05,1.80999e-07,1.81e-07,1|-4.53047e-06,0.296472,0.955041,0,1,7.07722e-06,2.54678e-06,0,-6.00399e-06,0.955042,-0.296472,0,0.0499997,0.0477523,-0.0148234,1||
